Route,LineType,DayofWeek,Boardings,Year,FID2
330,Limited,Weekday,2040,2015,2996
71,Core,Sunday,9172,2016,2997
330,Limited,Saturday,0,2016,2998
58,Local,Sunday,0,2016,2999
36,Out of Service,Saturday,0,2015,3000
53,Local,Sunday,0,2015,3001
304,Limited,Saturday,0,2015,3002
63,Local,Sunday,2656,2016,3003
304,Limited,Sunday,0,2016,3004
72,Core,Sunday,9712,2016,3005
38,Out of Service,Saturday,0,2015,3006
54,Local,Sunday,3206,2015,3007
321,Limited,Saturday,0,2015,3008
81,Local,Sunday,0,2016,3009
321,Limited,Sunday,0,2016,3010
73,Core,Sunday,7702,2016,3011
41,Out of Service,Saturday,0,2015,3012
57,Local,Sunday,6345,2015,3013
328,Limited,Saturday,0,2015,3014
82,Local,Sunday,3970,2016,3015
328,Limited,Sunday,0,2016,3016
77,Core,Sunday,12740,2016,3017
43,Out of Service,Saturday,0,2015,3018
58,Local,Sunday,0,2015,3019
330,Limited,Saturday,0,2015,3020
89,Local,Sunday,0,2016,3021
330,Limited,Sunday,0,2016,3022
323,Core,Sunday,7286,2016,3023
44,Out of Service,Saturday,0,2015,3024
63,Local,Sunday,3006,2015,3025
304,Limited,Sunday,0,2015,3026
201,Local,Sunday,0,2016,3027
10,Local,Weekday,15063,2016,3028
522,Core,Sunday,30093,2016,3029
51,Out of Service,Saturday,0,2015,3030
81,Local,Sunday,0,2015,3031
321,Limited,Sunday,0,2015,3032
900,LRT,Weekday,9896,2016,3033
27,Local,Weekday,9182,2016,3034
31,Local,Weekday,6788,2016,3035
35,Local,Weekday,11918,2016,3036
40,Local,Weekday,10738,2016,3037
46,Local,Weekday,6720,2016,3038
47,Local,Weekday,9557,2016,3039
52,Local,Weekday,5875,2016,3040
53,Local,Weekday,8956,2016,3041
54,Local,Weekday,11479,2016,3042
57,Local,Weekday,16822,2016,3043
58,Local,Weekday,8490,2016,3044
63,Local,Weekday,9753,2016,3045
81,Local,Weekday,23268,2016,3046
82,Local,Weekday,16012,2016,3047
89,Local,Weekday,3097,2016,3048
201,Local,Weekday,12384,2016,3049
10,Local,Saturday,10830,2016,3050
27,Local,Saturday,4530,2016,3051
31,Local,Saturday,1591,2016,3052
35,Local,Saturday,5396,2016,3053
40,Local,Saturday,2869,2016,3054
46,Local,Saturday,1306,2016,3055
47,Local,Saturday,6135,2016,3056
52,Local,Saturday,0,2016,3057
53,Local,Saturday,0,2016,3058
54,Local,Saturday,3727,2016,3059
57,Local,Saturday,8054,2016,3060
58,Local,Saturday,0,2016,3061
328,Limited,Sunday,0,2015,3062
330,Limited,Sunday,0,2015,3063
10,Local,Weekday,16929,2015,3064
27,Local,Weekday,9689,2015,3065
31,Local,Weekday,7685,2015,3066
35,Local,Weekday,12980,2015,3067
40,Local,Weekday,12315,2015,3068
46,Local,Weekday,7299,2015,3069
47,Local,Weekday,10565,2015,3070
52,Local,Weekday,5907,2015,3071
53,Local,Weekday,8925,2015,3072
54,Local,Weekday,12736,2015,3073
57,Local,Weekday,18129,2015,3074
58,Local,Weekday,9070,2015,3075
63,Local,Weekday,10468,2015,3076
81,Local,Weekday,11526,2015,3077
82,Local,Weekday,15874,2015,3078
89,Local,Weekday,2033,2015,3079
201,Local,Weekday,12525,2015,3080
101,Express,Weekday,846,2016,3081
10,Local,Saturday,12082,2015,3082
82,Local,Sunday,4099,2015,3083
59,Out of Service,Saturday,0,2015,3084
102,Express,Weekday,3959,2016,3085
27,Local,Saturday,4868,2015,3086
901,LRT,Weekday,214676,2016,3087
89,Local,Sunday,0,2015,3088
67,Out of Service,Saturday,0,2015,3089
103,Express,Weekday,2214,2016,3090
31,Local,Saturday,1966,2015,3091
902,LRT,Weekday,152592,2016,3092
201,Local,Sunday,0,2015,3093
76,Out of Service,Saturday,0,2015,3094
104,Express,Weekday,960,2016,3095
35,Local,Saturday,5710,2015,3096
900,LRT,Saturday,10657,2016,3097
900,LRT,Weekday,9931,2015,3098
85,Out of Service,Saturday,0,2015,3099
120,Express,Weekday,2799,2016,3100
40,Local,Saturday,3561,2015,3101
901,LRT,Saturday,164396,2016,3102
901,LRT,Weekday,240368,2015,3103
141,Out of Service,Saturday,0,2015,3104
121,Express,Weekday,4224,2016,3105
46,Local,Saturday,1814,2015,3106
902,LRT,Saturday,106238,2016,3107
902,LRT,Weekday,160724,2015,3108
202,Out of Service,Saturday,0,2015,3109
122,Express,Weekday,507,2016,3110
47,Local,Saturday,7049,2015,3111
900,LRT,Sunday,7138,2016,3112
900,LRT,Saturday,8597,2015,3113
203,Out of Service,Saturday,0,2015,3114
140,Express,Weekday,1595,2016,3115
52,Local,Saturday,0,2015,3116
901,LRT,Sunday,112267,2016,3117
901,LRT,Saturday,153739,2015,3118
231,Out of Service,Saturday,1241,2015,3119
168,Express,Weekday,3540,2016,3120
53,Local,Saturday,0,2015,3121
902,LRT,Sunday,67273,2016,3122
902,LRT,Saturday,109437,2015,3123
251,Out of Service,Saturday,1340,2015,3124
180,Express,Weekday,9108,2016,3125
11,Out of Service,Weekday,0,2016,3126
900,LRT,Sunday,7221,2015,3127
252,Out of Service,Saturday,54,2015,3128
181,Express,Weekday,30115,2016,3129
12,Out of Service,Weekday,0,2016,3130
901,LRT,Sunday,133343,2015,3131
902,LRT,Sunday,84368,2015,3132
11,Out of Service,Weekday,0,2015,3133
12,Out of Service,Weekday,0,2015,3134
15,Out of Service,Weekday,0,2015,3135
33,Out of Service,Weekday,0,2015,3136
36,Out of Service,Weekday,0,2015,3137
38,Out of Service,Weekday,0,2015,3138
41,Out of Service,Weekday,0,2015,3139
43,Out of Service,Weekday,0,2015,3140
44,Out of Service,Weekday,0,2015,3141
51,Out of Service,Weekday,10004,2015,3142
59,Out of Service,Weekday,0,2015,3143
67,Out of Service,Weekday,0,2015,3144
76,Out of Service,Weekday,0,2015,3145
85,Out of Service,Weekday,0,2015,3146
141,Out of Service,Weekday,0,2015,3147
183,Out of Service,Weekday,0,2015,3148
182,Express,Weekday,410,2016,3149
185,Express,Weekday,0,2016,3150
101,Express,Saturday,0,2016,3151
102,Express,Saturday,0,2016,3152
103,Express,Saturday,0,2016,3153
104,Express,Saturday,0,2016,3154
120,Express,Saturday,0,2016,3155
121,Express,Saturday,0,2016,3156
122,Express,Saturday,0,2016,3157
140,Express,Saturday,0,2016,3158
168,Express,Saturday,0,2016,3159
180,Express,Saturday,0,2016,3160
181,Express,Saturday,25788,2016,3161
182,Express,Saturday,0,2016,3162
101,Express,Sunday,0,2016,3163
102,Express,Sunday,0,2016,3164
103,Express,Sunday,0,2016,3165
253,Out of Service,Saturday,36,2015,3166
254,Out of Service,Saturday,11,2015,3167
255,Out of Service,Saturday,35,2015,3168
256,Out of Service,Saturday,191,2015,3169
305,Out of Service,Saturday,0,2015,3170
903,Out of Service,Saturday,54,2015,3171
920,Out of Service,Saturday,0,2015,3172
11,Out of Service,Sunday,0,2015,3173
12,Out of Service,Sunday,8853,2015,3174
15,Out of Service,Sunday,0,2015,3175
33,Out of Service,Sunday,0,2015,3176
36,Out of Service,Sunday,0,2015,3177
38,Out of Service,Sunday,0,2015,3178
41,Out of Service,Sunday,0,2015,3179
43,Out of Service,Sunday,0,2015,3180
44,Out of Service,Sunday,0,2015,3181
51,Out of Service,Sunday,0,2015,3182
15,Out of Service,Weekday,0,2016,3183
59,Out of Service,Sunday,0,2015,3184
33,Out of Service,Weekday,0,2016,3185
36,Out of Service,Weekday,0,2016,3186
38,Out of Service,Weekday,0,2016,3187
41,Out of Service,Weekday,0,2016,3188
43,Out of Service,Weekday,0,2016,3189
44,Out of Service,Weekday,0,2016,3190
51,Out of Service,Weekday,0,2016,3191
59,Out of Service,Weekday,0,2016,3192
67,Out of Service,Weekday,0,2016,3193
76,Out of Service,Weekday,0,2016,3194
85,Out of Service,Weekday,0,2016,3195
141,Out of Service,Weekday,0,2016,3196
183,Out of Service,Weekday,0,2016,3197
202,Out of Service,Weekday,12,2016,3198
203,Out of Service,Weekday,0,2016,3199
231,Out of Service,Weekday,120,2016,3200
41,Out of Service,Saturday,0,2017,3201
43,Out of Service,Saturday,0,2017,3202
44,Out of Service,Saturday,0,2017,3203
51,Out of Service,Saturday,0,2017,3204
59,Out of Service,Saturday,0,2017,3205
67,Out of Service,Saturday,0,2017,3206
76,Out of Service,Saturday,0,2017,3207
85,Out of Service,Saturday,0,2017,3208
141,Out of Service,Saturday,0,2017,3209
202,Out of Service,Saturday,0,2017,3210
203,Out of Service,Saturday,0,2017,3211
231,Out of Service,Saturday,677,2017,3212
251,Out of Service,Saturday,109,2017,3213
60,Core,Sunday,9863,2017,3214
251,Out of Service,Weekday,419,2016,3215
252,Out of Service,Saturday,0,2017,3216
253,Out of Service,Saturday,0,2017,3217
254,Out of Service,Saturday,0,2017,3218
255,Out of Service,Saturday,0,2017,3219
256,Out of Service,Saturday,0,2017,3220
305,Out of Service,Saturday,0,2017,3221
903,Out of Service,Saturday,1154,2017,3222
920,Out of Service,Saturday,325,2017,3223
11,Out of Service,Sunday,0,2017,3224
12,Out of Service,Sunday,6556,2017,3225
15,Out of Service,Sunday,0,2017,3226
33,Out of Service,Sunday,0,2017,3227
36,Out of Service,Sunday,0,2017,3228
38,Out of Service,Sunday,0,2017,3229
41,Out of Service,Sunday,0,2017,3230
43,Out of Service,Sunday,0,2017,3231
44,Out of Service,Sunday,0,2017,3232
51,Out of Service,Sunday,0,2017,3233
59,Out of Service,Sunday,0,2017,3234
67,Out of Service,Sunday,0,2017,3235
76,Out of Service,Sunday,0,2017,3236
85,Out of Service,Sunday,0,2017,3237
141,Out of Service,Sunday,0,2017,3238
202,Out of Service,Sunday,0,2017,3239
203,Out of Service,Sunday,0,2017,3240
231,Out of Service,Sunday,462,2017,3241
251,Out of Service,Sunday,641,2017,3242
252,Out of Service,Sunday,0,2017,3243
253,Out of Service,Sunday,0,2017,3244
254,Out of Service,Sunday,0,2017,3245
255,Out of Service,Sunday,0,2017,3246
256,Out of Service,Sunday,0,2017,3247
261,Out of Service,Sunday,0,2017,3248
305,Out of Service,Sunday,0,2017,3249
903,Out of Service,Sunday,1679,2017,3250
920,Out of Service,Sunday,121,2017,3251
200,Other,Weekday,101,2017,3252
200,Other,Saturday,100,2017,3253
200,Other,Sunday,69,2017,3254
53,Local,Sunday,0,2017,3255
328,Limited,Weekday,665,2017,3256
203,Out of Service,Sunday,0,2016,3257
19,Community,Sunday,1031,2017,3258
54,Local,Sunday,2825,2017,3259
330,Limited,Weekday,1504,2017,3260
57,Local,Sunday,6258,2017,3261
61,Core,Sunday,5456,2017,3262
252,Out of Service,Weekday,3,2016,3263
304,Limited,Saturday,0,2017,3264
58,Local,Sunday,0,2017,3265
62,Core,Sunday,7155,2017,3266
253,Out of Service,Weekday,4,2016,3267
321,Limited,Saturday,0,2017,3268
63,Local,Sunday,2235,2017,3269
32,Community,Sunday,0,2017,3270
231,Out of Service,Sunday,679,2016,3271
64,Core,Sunday,13381,2017,3272
254,Out of Service,Weekday,0,2016,3273
328,Limited,Saturday,0,2017,3274
81,Local,Sunday,0,2017,3275
34,Community,Sunday,0,2017,3276
251,Out of Service,Sunday,1701,2016,3277
66,Core,Sunday,32956,2017,3278
255,Out of Service,Weekday,0,2016,3279
330,Limited,Saturday,0,2017,3280
82,Local,Sunday,3812,2017,3281
37,Community,Sunday,0,2017,3282
252,Out of Service,Sunday,249,2016,3283
68,Core,Sunday,34033,2017,3284
256,Out of Service,Weekday,0,2016,3285
304,Limited,Sunday,0,2017,3286
89,Local,Sunday,0,2017,3287
39,Community,Sunday,2405,2017,3288
253,Out of Service,Sunday,250,2016,3289
70,Core,Sunday,28472,2017,3290
261,Out of Service,Weekday,0,2016,3291
321,Limited,Sunday,0,2017,3292
201,Local,Sunday,0,2017,3293
42,Community,Sunday,0,2017,3294
254,Out of Service,Sunday,3,2016,3295
71,Core,Sunday,8983,2017,3296
305,Out of Service,Weekday,0,2016,3297
328,Limited,Sunday,0,2017,3298
900,LRT,Weekday,9181,2017,3299
45,Community,Sunday,0,2017,3300
255,Out of Service,Sunday,22,2016,3301
72,Core,Sunday,9236,2017,3302
920,Out of Service,Weekday,3,2016,3303
330,Limited,Sunday,0,2017,3304
901,LRT,Weekday,191020,2017,3305
48,Community,Sunday,971,2017,3306
256,Out of Service,Sunday,135,2016,3307
73,Core,Sunday,7298,2017,3308
902,LRT,Weekday,131892,2017,3309
11,Out of Service,Saturday,0,2016,3310
12,Out of Service,Saturday,6621,2016,3311
15,Out of Service,Saturday,0,2016,3312
900,LRT,Saturday,7686,2017,3313
10,Local,Weekday,13616,2017,3314
901,LRT,Saturday,110733,2017,3315
33,Out of Service,Saturday,0,2016,3316
49,Community,Sunday,657,2017,3317
261,Out of Service,Sunday,0,2016,3318
77,Core,Sunday,10140,2017,3319
27,Local,Weekday,8390,2017,3320
305,Out of Service,Sunday,0,2016,3321
65,Community,Sunday,0,2017,3322
323,Core,Sunday,6231,2017,3323
36,Out of Service,Saturday,0,2016,3324
902,LRT,Saturday,61477,2017,3325
31,Local,Weekday,7240,2017,3326
903,Out of Service,Sunday,0,2016,3327
88,Community,Sunday,0,2017,3328
522,Core,Sunday,27822,2017,3329
38,Out of Service,Saturday,0,2016,3330
900,LRT,Sunday,6750,2017,3331
35,Local,Weekday,10513,2017,3332
920,Out of Service,Sunday,0,2016,3333
22,Core,Weekday,128597,2017,3334
101,Express,Weekday,694,2017,3335
41,Out of Service,Saturday,0,2016,3336
901,LRT,Sunday,97253,2017,3337
40,Local,Weekday,10348,2017,3338
200,Other,Weekday,119,2016,3339
23,Core,Weekday,83878,2017,3340
102,Express,Weekday,3894,2017,3341
43,Out of Service,Saturday,0,2016,3342
902,LRT,Sunday,63674,2017,3343
46,Local,Weekday,7599,2017,3344
200,Other,Saturday,306,2016,3345
25,Core,Weekday,74509,2017,3346
103,Express,Weekday,2007,2017,3347
44,Out of Service,Saturday,0,2016,3348
11,Out of Service,Weekday,0,2017,3349
47,Local,Weekday,8227,2017,3350
200,Other,Sunday,82,2016,3351
26,Core,Weekday,35685,2017,3352
104,Express,Weekday,865,2017,3353
51,Out of Service,Saturday,0,2016,3354
12,Out of Service,Weekday,0,2017,3355
52,Local,Weekday,5503,2017,3356
13,Community,Weekday,1874,2017,3357
55,Core,Weekday,24935,2017,3358
120,Express,Weekday,2271,2017,3359
59,Out of Service,Saturday,0,2016,3360
15,Out of Service,Weekday,0,2017,3361
53,Local,Weekday,8211,2017,3362
14,Community,Weekday,1609,2017,3363
60,Core,Weekday,22446,2017,3364
121,Express,Weekday,3901,2017,3365
67,Out of Service,Saturday,0,2016,3366
33,Out of Service,Weekday,0,2017,3367
54,Local,Weekday,11150,2017,3368
16,Community,Weekday,1682,2017,3369
61,Core,Weekday,18477,2017,3370
122,Express,Weekday,476,2017,3371
76,Out of Service,Saturday,0,2016,3372
36,Out of Service,Weekday,0,2017,3373
57,Local,Weekday,15733,2017,3374
17,Community,Weekday,1291,2017,3375
62,Core,Weekday,17532,2017,3376
140,Express,Weekday,1195,2017,3377
85,Out of Service,Saturday,0,2016,3378
38,Out of Service,Weekday,0,2017,3379
58,Local,Weekday,7618,2017,3380
18,Community,Weekday,2564,2017,3381
64,Core,Weekday,35715,2017,3382
168,Express,Weekday,3311,2017,3383
141,Out of Service,Saturday,0,2016,3384
41,Out of Service,Weekday,0,2017,3385
63,Local,Weekday,9237,2017,3386
19,Community,Weekday,2455,2017,3387
66,Core,Weekday,66114,2017,3388
180,Express,Weekday,6576,2017,3389
202,Out of Service,Saturday,0,2016,3390
43,Out of Service,Weekday,0,2017,3391
81,Local,Weekday,21190,2017,3392
32,Community,Weekday,12516,2017,3393
68,Core,Weekday,57212,2017,3394
181,Express,Weekday,26161,2017,3395
203,Out of Service,Saturday,0,2016,3396
44,Out of Service,Weekday,0,2017,3397
82,Local,Weekday,15868,2017,3398
34,Community,Weekday,808,2017,3399
70,Core,Weekday,52451,2017,3400
182,Express,Weekday,444,2017,3401
231,Out of Service,Saturday,469,2016,3402
251,Out of Service,Saturday,82,2016,3403
252,Out of Service,Saturday,0,2016,3404
253,Out of Service,Saturday,0,2016,3405
254,Out of Service,Saturday,0,2016,3406
255,Out of Service,Saturday,0,2016,3407
256,Out of Service,Saturday,0,2016,3408
305,Out of Service,Saturday,0,2016,3409
903,Out of Service,Saturday,20,2016,3410
920,Out of Service,Saturday,0,2016,3411
11,Out of Service,Sunday,0,2016,3412
12,Out of Service,Sunday,7418,2016,3413
15,Out of Service,Sunday,0,2016,3414
33,Out of Service,Sunday,0,2016,3415
36,Out of Service,Sunday,0,2016,3416
38,Out of Service,Sunday,0,2016,3417
41,Out of Service,Sunday,0,2016,3418
43,Out of Service,Sunday,0,2016,3419
44,Out of Service,Sunday,0,2016,3420
51,Out of Service,Sunday,0,2016,3421
59,Out of Service,Sunday,0,2016,3422
67,Out of Service,Sunday,0,2016,3423
76,Out of Service,Sunday,0,2016,3424
85,Out of Service,Sunday,0,2016,3425
141,Out of Service,Sunday,0,2016,3426
202,Out of Service,Sunday,0,2016,3427
89,Local,Weekday,3341,2017,3428
37,Community,Weekday,6865,2017,3429
201,Local,Weekday,12091,2017,3430
39,Community,Weekday,4863,2017,3431
71,Core,Weekday,21980,2017,3432
10,Local,Saturday,9201,2017,3433
42,Community,Weekday,6219,2017,3434
72,Core,Weekday,28405,2017,3435
27,Local,Saturday,4461,2017,3436
51,Out of Service,Weekday,0,2017,3437
45,Community,Weekday,2359,2017,3438
185,Express,Weekday,551,2017,3439
73,Core,Weekday,28265,2017,3440
31,Local,Saturday,1536,2017,3441
59,Out of Service,Weekday,0,2017,3442
48,Community,Weekday,3129,2017,3443
101,Express,Saturday,0,2017,3444
77,Core,Weekday,24362,2017,3445
35,Local,Saturday,4914,2017,3446
67,Out of Service,Weekday,0,2017,3447
49,Community,Weekday,2477,2017,3448
102,Express,Saturday,0,2017,3449
323,Core,Weekday,21806,2017,3450
40,Local,Saturday,2614,2017,3451
76,Out of Service,Weekday,0,2017,3452
65,Community,Weekday,6480,2017,3453
103,Express,Saturday,0,2017,3454
522,Core,Weekday,76693,2017,3455
46,Local,Saturday,1372,2017,3456
85,Out of Service,Weekday,0,2017,3457
88,Community,Weekday,2668,2017,3458
104,Express,Saturday,0,2017,3459
22,Core,Saturday,108169,2017,3460
47,Local,Saturday,5559,2017,3461
141,Out of Service,Weekday,0,2017,3462
13,Community,Saturday,0,2017,3463
120,Express,Saturday,0,2017,3464
23,Core,Saturday,53030,2017,3465
52,Local,Saturday,0,2017,3466
183,Out of Service,Weekday,0,2017,3467
14,Community,Saturday,950,2017,3468
121,Express,Saturday,0,2017,3469
25,Core,Saturday,43716,2017,3470
53,Local,Saturday,0,2017,3471
202,Out of Service,Weekday,0,2017,3472
16,Community,Saturday,0,2017,3473
122,Express,Saturday,0,2017,3474
26,Core,Saturday,23390,2017,3475
54,Local,Saturday,3800,2017,3476
203,Out of Service,Weekday,0,2017,3477
17,Community,Saturday,523,2017,3478
140,Express,Saturday,0,2017,3479
55,Core,Saturday,8969,2017,3480
57,Local,Saturday,7900,2017,3481
231,Out of Service,Weekday,36,2017,3482
18,Community,Saturday,0,2017,3483
168,Express,Saturday,0,2017,3484
60,Core,Saturday,12253,2017,3485
58,Local,Saturday,0,2017,3486
251,Out of Service,Weekday,54,2017,3487
19,Community,Saturday,1184,2017,3488
180,Express,Saturday,0,2017,3489
61,Core,Saturday,7472,2017,3490
63,Local,Saturday,3500,2017,3491
252,Out of Service,Weekday,0,2017,3492
253,Out of Service,Weekday,0,2017,3493
254,Out of Service,Weekday,0,2017,3494
255,Out of Service,Weekday,0,2017,3495
256,Out of Service,Weekday,0,2017,3496
261,Out of Service,Weekday,0,2017,3497
305,Out of Service,Weekday,0,2017,3498
920,Out of Service,Weekday,28,2017,3499
11,Out of Service,Saturday,0,2017,3500
12,Out of Service,Saturday,6589,2017,3501
15,Out of Service,Saturday,0,2017,3502
33,Out of Service,Saturday,0,2017,3503
36,Out of Service,Saturday,0,2017,3504
38,Out of Service,Saturday,0,2017,3505
62,Core,Saturday,8981,2017,3506
81,Local,Saturday,3568,2017,3507
64,Core,Saturday,16752,2017,3508
32,Community,Saturday,2925,2017,3509
82,Local,Saturday,6063,2017,3510
66,Core,Saturday,39488,2017,3511
34,Community,Saturday,0,2017,3512
89,Local,Saturday,0,2017,3513
68,Core,Saturday,38987,2017,3514
181,Express,Saturday,19557,2017,3515
37,Community,Saturday,0,2017,3516
201,Local,Saturday,0,2017,3517
70,Core,Saturday,33867,2017,3518
182,Express,Saturday,0,2017,3519
39,Community,Saturday,2429,2017,3520
10,Local,Sunday,9607,2017,3521
71,Core,Saturday,11982,2017,3522
101,Express,Sunday,0,2017,3523
42,Community,Saturday,1168,2017,3524
27,Local,Sunday,2643,2017,3525
72,Core,Saturday,12705,2017,3526
102,Express,Sunday,0,2017,3527
45,Community,Saturday,0,2017,3528
31,Local,Sunday,1147,2017,3529
73,Core,Saturday,10631,2017,3530
103,Express,Sunday,0,2017,3531
48,Community,Saturday,1491,2017,3532
35,Local,Sunday,3894,2017,3533
77,Core,Saturday,11641,2017,3534
104,Express,Sunday,0,2017,3535
49,Community,Saturday,1166,2017,3536
40,Local,Sunday,1474,2017,3537
323,Core,Saturday,11374,2017,3538
120,Express,Sunday,0,2017,3539
65,Community,Saturday,0,2017,3540
46,Local,Sunday,0,2017,3541
522,Core,Saturday,43568,2017,3542
121,Express,Sunday,0,2017,3543
88,Community,Saturday,0,2017,3544
47,Local,Sunday,3985,2017,3545
22,Core,Sunday,98889,2017,3546
122,Express,Sunday,0,2017,3547
13,Community,Sunday,0,2017,3548
52,Local,Sunday,0,2017,3549
23,Core,Sunday,43484,2017,3550
140,Express,Sunday,0,2017,3551
14,Community,Sunday,814,2017,3552
25,Core,Sunday,34688,2017,3553
16,Community,Sunday,0,2017,3554
168,Express,Sunday,0,2017,3555
26,Core,Sunday,20309,2017,3556
17,Community,Sunday,488,2017,3557
55,Core,Sunday,5868,2017,3558
180,Express,Sunday,0,2017,3559
18,Community,Sunday,0,2017,3560
181,Express,Sunday,16021,2017,3561
182,Express,Sunday,0,2017,3562
304,Limited,Weekday,1983,2017,3563
321,Limited,Weekday,187,2017,3564
